### params -i8192 -r16384 -u80 / keep median of reps 3 of dur 2000
# Result from 3 repetitions: median
#       LL_LAZY      LL_COPY      LL_COUPLING  LL_HARRIS    LL_HARRIS_OPT LL_OPTIK     LL_PUGH      
#cores  throughput   throughput   throughput   throughput   throughput   throughput   throughput   
1       36876        28279        18850        25907        30094        36902        36909        
2       71094        20484        7809         51808        60289        54899        72023        
4       138549       18229        11834        100636       116914       62634        138260       
6       199900       18200        12148        148048       171412       63336        200334       
8       259271       19190        14586        194084       226560       62705        261046       
